student_id,week,attendance_rate,absence_count,consecutive_absence,late_count,assignment_submission_rate,overdue_assignment_count,lms_login_days,lms_activity_change,video_completion_rate,quiz_score
S0095,3,84.10,1,1,2,72.20,0,2,-41.10,61.60,79.80
S0095,4,80.10,3,3,2,57.20,2,1,-36.70,59.70,41.40
S0096,1,94.30,1,0,1,100.00,1,6,0.20,100.00,78.80
S0096,2,96.10,0,0,0,100.00,0,5,5.20,97.30,80.90
S0096,3,96.10,1,0,1,100.00,0,7,1.00,97.40,100.00
S0096,4,97.70,0,0,0,95.90,0,5,11.00,92.10,94.50
S0097,1,95.60,0,0,0,89.70,1,3,-1.90,83.20,68.40
S0097,2,91.30,1,1,1,87.80,1,6,-3.60,80.50,68.80
S0097,3,94.00,1,0,1,88.20,0,5,-23.80,93.60,61.30
S0097,4,93.70,2,0,1,76.10,1,4,7.80,78.70,45.60
S0098,1,95.00,1,1,1,80.40,1,2,-9.40,89.40,67.70
S0098,2,91.60,1,1,1,83.50,1,4,-1.40,68.10,51.20
S0098,3,81.00,3,3,3,75.70,1,3,-26.80,59.20,51.30
S0098,4,80.90,3,3,3,61.30,1,1,-19.50,54.30,50.00
S0099,1,96.70,1,0,0,91.50,0,5,12.70,98.30,86.00
S0099,2,95.90,0,0,0,92.20,0,5,-1.40,90.70,80.70
S0099,3,95.00,1,0,1,91.90,0,6,4.70,90.70,86.30
S0099,4,95.00,0,0,1,94.80,1,5,-2.60,87.60,89.10
S0100,1,91.80,1,0,0,80.00,1,4,-18.90,76.80,76.30
S0100,2,93.80,0,0,0,76.10,2,2,-16.80,81.60,43.60
S0100,3,83.10,2,2,3,62.20,1,4,-27.80,66.70,68.50
S0100,4,76.10,3,2,4,58.90,2,0,-30.30,67.00,73.30
S0101,1,95.40,1,0,0,94.40,0,6,-2.80,89.40,88.50
S0101,2,96.00,1,1,0,92.70,1,5,6.90,94.10,90.50
S0101,3,98.90,0,0,0,95.80,0,5,7.10,92.00,89.70
S0101,4,96.30,1,1,0,94.90,0,7,10.20,100.00,81.30
S0102,1,93.50,0,0,1,100.00,0,6,8.40,91.50,79.10
S0102,2,97.40,0,0,0,92.50,0,6,-2.50,88.50,76.90
S0102,3,98.40,2,0,0,97.60,0,6,8.20,91.30,80.50
S0102,4,97.20,1,0,0,91.70,0,5,2.40,90.70,86.30
S0103,1,99.70,0,0,0,91.60,0,5,15.70,95.30,94.90
S0103,2,96.60,1,0,0,92.30,1,6,3.30,94.30,85.60
S0103,3,96.80,1,0,0,92.60,1,5,18.30,98.40,88.50
S0103,4,96.40,0,0,0,95.00,0,6,-4.10,88.00,81.90
S0104,1,99.30,1,0,0,100.00,1,5,8.90,91.40,77.90
S0104,2,98.70,0,0,0,94.40,0,5,10.50,86.90,75.60
S0104,3,98.40,0,0,1,92.20,0,4,5.70,96.30,82.00
S0104,4,99.00,1,0,0,93.50,1,5,-10.90,91.40,83.60
S0105,1,96.50,1,0,1,88.20,0,5,1.00,89.70,70.10
S0105,2,93.70,0,0,1,88.20,0,5,8.80,87.30,75.90
S0105,3,95.00,0,0,0,91.70,1,5,3.10,87.50,94.70
S0105,4,93.30,1,0,0,88.80,1,5,-14.90,84.20,83.10
S0106,1,96.50,1,0,0,98.40,0,5,2.40,90.40,89.60
S0106,2,96.00,0,0,0,100.00,0,7,0.60,94.30,75.00
S0106,3,95.60,0,0,1,96.60,0,6,-2.70,97.30,94.90
S0106,4,98.70,1,0,0,98.80,0,5,7.00,95.20,89.40
S0107,1,97.00,0,0,0,97.30,0,5,3.10,96.50,78.50
S0107,2,93.90,1,0,2,92.40,0,5,-0.40,93.00,85.50
S0107,3,96.40,0,0,0,88.80,1,5,12.80,87.50,87.90
S0107,4,97.30,1,0,0,96.10,0,5,-2.20,94.00,93.90
S0108,1,94.60,1,0,0,89.70,1,6,1.20,96.30,88.50
S0108,2,96.80,0,0,1,85.50,0,6,0.30,88.50,76.60
S0108,3,97.20,1,0,1,94.00,0,6,5.90,89.00,87.40
S0108,4,97.50,1,0,1,96.30,0,5,-3.40,91.70,70.90
S0109,1,97.60,0,0,0,95.20,0,5,-1.90,95.10,86.80
S0109,2,94.70,1,0,1,96.90,0,5,0.50,92.90,88.80
S0109,3,95.50,0,0,1,91.70,1,5,4.80,100.00,82.10
S0109,4,96.90,0,0,1,97.60,0,6,10.00,99.60,76.00
S0110,1,97.40,1,0,0,88.30,0,3,7.20,90.90,76.50
S0110,2,95.90,2,1,0,88.60,0,4,-11.80,89.20,84.50
S0110,3,96.80,0,0,0,80.80,0,5,-3.70,87.00,82.80
S0110,4,91.30,1,1,1,84.00,0,4,-10.50,86.30,74.50
S0111,1,89.10,2,0,1,74.20,0,4,3.70,86.00,53.20
S0111,2,96.10,1,0,0,87.10,0,4,-14.40,89.20,61.30
S0111,3,90.50,2,0,0,91.10,0,4,-12.60,81.30,60.00
S0111,4,88.40,1,0,1,87.50,0,3,-11.70,77.30,59.00
S0112,1,97.70,0,0,0,99.40,0,5,6.40,97.00,84.50
S0112,2,95.10,0,0,0,94.50,0,4,5.00,89.30,82.70
S0112,3,95.90,1,0,0,94.40,0,6,-4.00,94.10,82.40
S0112,4,96.60,0,0,0,90.70,1,5,0.10,79.40,77.20
S0113,1,98.40,0,0,0,97.60,0,6,-6.70,86.70,95.20
S0113,2,96.80,1,1,2,90.10,0,6,7.60,88.60,80.90
S0113,3,96.20,0,0,1,91.90,0,7,-1.60,86.60,91.90
S0113,4,96.60,1,0,0,95.20,0,6,5.90,86.50,87.00
S0114,1,94.50,0,0,0,97.70,0,4,0.50,100.00,83.20
S0114,2,94.00,1,0,0,86.30,1,4,-1.00,84.80,74.40
S0114,3,99.30,1,0,0,97.50,1,5,-20.00,90.00,86.00
S0114,4,93.50,1,0,0,94.80,1,5,-23.20,88.30,71.40
S0115,1,88.10,1,0,1,89.30,0,3,-9.70,76.00,61.70
S0115,2,85.90,0,0,2,82.00,1,4,-14.20,70.80,53.60
S0115,3,82.50,3,3,2,70.40,2,3,-28.90,74.70,56.90
S0115,4,75.80,2,2,3,72.30,1,2,-30.80,62.70,59.70
S0116,1,94.00,0,0,1,100.00,0,5,12.30,90.10,89.40
S0116,2,97.50,0,0,0,97.20,1,5,6.10,100.00,86.50
S0116,3,96.50,1,0,0,94.60,0,5,0.40,91.20,87.40
S0116,4,94.10,0,0,0,93.10,1,5,24.00,87.10,85.40
S0117,1,94.90,0,0,0,94.00,0,5,2.40,91.90,98.10
S0117,2,97.10,0,0,0,93.40,1,4,-2.40,98.80,77.60
S0117,3,98.50,1,1,0,89.30,1,5,19.80,93.60,77.60
S0117,4,95.90,1,0,1,93.70,1,7,12.20,91.90,98.90
S0118,1,94.60,1,1,0,83.40,1,5,-5.00,83.70,57.10
S0118,2,95.40,0,0,0,98.20,0,4,-4.20,80.90,70.60
S0118,3,92.40,2,0,0,83.00,1,3,-3.60,88.20,71.80
S0118,4,97.30,1,0,0,88.50,0,4,-4.30,82.70,47.10
S0119,1,99.70,0,0,0,91.60,0,6,1.20,81.20,79.90
S0119,2,94.20,0,0,0,92.70,0,5,-1.60,98.20,71.20
S0119,3,97.80,0,0,0,88.20,1,5,7.90,99.30,82.60
S0119,4,93.00,1,0,0,92.00,0,4,-10.10,92.50,87.00
S0120,1,96.70,1,0,0,92.50,0,5,-3.10,78.10,81.10
S0120,2,93.80,1,1,0,97.70,0,4,-1.20,91.20,80.70
S0120,3,95.70,0,0,0,84.70,0,4,-6.80,80.30,89.20
S0120,4,92.10,0,0,1,88.20,1,5,-8.20,78.90,72.40
S0121,1,100.00,1,0,0,97.00,0,5,11.90,93.50,90.90
S0121,2,96.70,1,0,0,96.00,0,5,13.90,100.00,79.30
S0121,3,99.80,1,0,0,93.00,0,6,0.80,99.00,87.50
S0121,4,95.50,0,0,0,99.00,0,5,-3.40,93.20,87.60
S0122,1,96.00,1,0,0,93.90,1,5,9.10,87.80,94.20
S0122,2,98.70,0,0,0,100.00,0,7,7.50,95.20,83.30
S0122,3,96.60,2,0,1,99.10,0,6,1.50,87.10,83.40
S0122,4,91.90,1,0,1,89.40,0,5,-2.40,97.00,76.70
S0123,1,98.90,0,0,0,99.00,0,4,10.20,100.00,79.80
S0123,2,99.20,0,0,0,97.00,0,5,1.30,100.00,98.90
S0123,3,96.40,1,0,0,97.90,1,5,10.50,96.30,83.40
S0123,4,95.10,2,0,0,94.50,0,7,7.50,98.00,87.80
S0124,1,100.00,0,0,1,98.00,0,5,0.70,92.10,71.80
S0124,2,96.00,0,0,0,96.30,0,7,7.90,91.30,95.90
S0124,3,96.20,1,0,0,95.00,0,4,9.30,93.40,89.40
S0124,4,98.40,1,0,1,93.20,1,5,13.00,96.80,83.40
S0125,1,90.90,1,0,2,84.80,1,5,-2.40,75.00,59.40
S0125,2,92.30,1,0,1,100.00,0,5,-6.90,85.70,53.10
S0125,3,93.60,2,0,0,98.90,0,6,-4.60,87.00,58.10
S0125,4,95.10,2,0,0,83.10,1,4,-9.30,84.80,66.60
S0126,1,99.00,1,0,0,86.10,0,6,-1.10,89.10,87.50
S0126,2,94.00,0,0,0,89.60,0,5,17.10,90.00,86.50
S0126,3,93.80,0,0,2,93.60,0,4,1.30,83.10,71.80
S0126,4,92.00,1,0,0,88.00,1,4,-10.20,96.00,71.90
S0127,1,97.80,1,0,0,89.60,0,6,-7.90,80.30,71.40
S0127,2,92.70,1,0,0,80.00,0,3,-15.70,81.60,63.10
S0127,3,91.80,1,0,1,85.40,0,4,-32.60,61.60,83.80
S0127,4,93.60,1,0,1,69.00,0,2,-35.40,62.10,68.80
S0128,1,97.40,0,0,0,84.80,1,4,-5.50,77.90,72.00
S0128,2,98.70,1,0,0,89.50,1,4,-16.40,73.60,88.60
S0128,3,90.50,2,0,0,77.60,0,3,-41.60,66.50,71.50
S0128,4,92.70,1,0,1,74.70,1,2,-31.80,68.70,77.60
S0129,1,96.00,0,0,0,91.60,0,4,9.30,95.50,62.00
S0129,2,94.10,0,0,0,92.20,1,4,-1.50,87.80,80.90
S0129,3,93.60,1,0,1,88.40,0,3,10.80,85.70,79.10
S0129,4,93.10,1,0,1,87.80,1,5,11.10,83.90,84.20
S0130,1,97.90,1,0,0,98.40,0,5,11.20,100.00,77.90
S0130,2,95.60,1,0,1,96.80,1,5,-0.10,95.60,95.20
S0130,3,97.90,1,1,1,97.90,0,7,-3.90,97.10,79.20
S0130,4,94.80,1,0,0,96.10,0,5,1.80,95.40,86.90
S0131,1,95.80,1,0,1,83.20,0,6,-9.70,66.60,61.00
S0131,2,88.70,2,0,1,83.20,1,5,9.40,80.80,69.70
S0131,3,97.80,1,1,0,92.90,0,4,-16.80,77.40,53.30
S0131,4,90.70,1,0,1,78.00,0,4,-5.70,81.70,61.50
S0132,1,95.10,1,0,1,99.60,0,6,4.30,86.30,82.00
S0132,2,95.80,0,0,0,96.50,0,4,-1.60,100.00,79.90
S0132,3,95.10,1,0,0,93.80,0,4,4.90,89.30,98.00
S0132,4,92.90,1,1,1,93.40,1,4,0.60,89.40,91.90
S0133,1,91.40,1,1,1,96.30,1,4,6.50,88.20,79.40
S0133,2,85.60,2,0,3,90.30,0,5,-7.40,86.50,94.50
S0133,3,80.70,3,3,2,87.90,0,4,-6.90,87.00,77.00
S0133,4,81.30,3,3,2,100.00,2,3,5.80,88.50,92.40
S0134,1,95.10,1,0,0,100.00,0,5,4.20,99.00,90.60
S0134,2,99.50,0,0,1,98.50,0,4,8.20,93.20,90.90
S0134,3,99.00,0,0,0,92.80,0,5,-3.80,91.10,78.50
S0134,4,95.70,0,0,0,95.20,0,5,20.00,93.50,81.70
S0135,1,95.30,0,0,0,78.20,1,5,-27.70,83.20,73.60
S0135,2,94.20,2,0,1,79.60,2,4,-23.70,72.90,78.20
S0135,3,93.10,1,1,0,80.10,1,3,-25.60,74.40,60.50
S0135,4,92.30,1,0,1,75.20,2,1,-21.20,61.90,60.60
S0136,1,96.10,1,0,0,91.50,0,4,-10.10,85.00,85.10
S0136,2,94.60,0,0,1,81.60,0,3,-11.90,79.90,83.30
S0136,3,93.00,1,0,0,80.40,0,5,-35.10,66.30,62.90
S0136,4,95.70,0,0,0,74.60,2,1,-34.90,72.00,80.50
S0137,1,92.70,0,0,1,93.30,0,4,5.60,88.50,90.30
S0137,2,89.20,1,1,1,85.60,0,4,-1.40,82.50,65.00
S0137,3,88.30,1,1,1,84.90,0,5,1.90,82.50,76.20
S0137,4,79.80,2,2,3,91.00,0,5,-4.00,87.20,69.80
S0138,1,98.30,1,0,0,96.10,0,4,9.00,92.30,89.40
S0138,2,95.10,0,0,0,98.90,0,5,-1.50,97.10,93.10
S0138,3,96.80,0,0,0,91.70,1,6,2.60,88.50,91.40
S0138,4,97.50,0,0,1,99.50,1,5,2.60,94.00,100.00
S0139,1,94.40,1,1,0,94.00,0,6,13.00,87.10,87.70
S0139,2,86.00,3,1,2,91.40,2,4,-19.70,92.00,73.10
S0139,3,82.60,3,1,2,84.70,1,5,-0.30,85.90,77.60
S0139,4,81.40,2,2,3,93.30,0,4,-2.10,88.70,62.50
S0140,1,97.40,0,0,0,92.30,1,5,-2.00,96.00,79.60
S0140,2,92.50,2,0,1,90.90,0,5,-6.50,93.80,79.80
S0140,3,100.00,0,0,1,87.30,2,4,2.20,91.80,80.80
S0140,4,95.40,1,0,0,83.90,1,5,-6.80,82.70,80.30
S0141,1,96.10,0,0,0,94.00,0,5,-6.10,93.80,92.50
S0141,2,97.60,0,0,0,93.60,0,6,-10.60,100.00,83.80
S0141,3,96.80,1,0,0,93.20,0,6,-1.80,94.30,83.70
S0141,4,96.30,1,0,0,94.50,0,5,2.60,91.20,86.80
S0142,1,97.90,0,0,0,99.40,0,4,6.40,87.40,92.10
S0142,2,97.60,0,0,0,92.10,0,6,-1.50,90.50,92.60
S0142,3,95.70,0,0,0,96.70,0,4,9.20,96.30,89.10
S0142,4,95.20,0,0,0,93.60,0,5,14.30,93.20,87.50
S0143,1,87.10,2,0,2,100.00,1,6,4.50,92.00,84.40
S0143,2,88.40,1,1,1,100.00,0,6,2.80,79.30,82.10
S0143,3,83.80,3,1,1,88.60,2,4,-12.40,89.00,84.40
S0143,4,79.60,3,3,2,86.00,0,4,2.20,85.90,84.80
S0144,1,97.40,2,0,0,94.70,0,5,3.90,87.50,89.50
S0144,2,92.40,0,0,1,93.20,0,6,4.80,89.80,73.10
S0144,3,97.30,0,0,0,100.00,0,7,-7.40,92.30,86.90
S0144,4,97.00,2,0,1,99.80,0,5,2.10,97.10,95.20
S0145,1,95.00,0,0,1,97.90,1,5,-0.80,98.10,87.30
S0145,2,96.50,1,0,0,94.90,1,6,-4.30,95.00,94.60
S0145,3,97.20,0,0,0,96.80,0,7,-2.10,81.60,84.90
S0145,4,96.30,0,0,1,94.00,0,7,-1.10,91.20,79.50
S0146,1,86.10,3,1,2,81.70,0,5,5.50,91.40,90.80
S0146,2,88.60,2,0,1,91.70,0,6,8.20,92.60,69.60
S0146,3,87.50,1,1,2,80.70,1,6,-1.10,88.40,78.70
S0146,4,82.40,3,3,2,87.10,0,6,-3.40,92.30,73.90
S0147,1,93.30,1,0,0,93.40,0,6,12.30,93.70,86.60
S0147,2,96.70,1,1,0,100.00,0,6,0.80,93.70,96.80
S0147,3,94.90,0,0,1,96.00,0,6,-4.80,87.10,89.60
S0147,4,94.50,0,0,0,100.00,0,6,11.60,91.80,83.80
S0148,1,90.60,2,0,1,76.20,1,6,-5.20,93.00,84.80
S0148,2,88.70,2,1,1,90.80,1,5,9.20,74.00,83.80
S0148,3,85.10,1,1,1,98.80,0,6,-6.70,96.30,77.10
S0148,4,77.10,5,2,2,89.60,0,6,-11.40,88.10,81.90
S0149,1,93.30,0,0,0,82.00,1,6,-16.70,82.50,77.70
S0149,2,97.40,0,0,0,88.20,0,3,-23.40,77.80,84.90
S0149,3,93.50,1,1,0,77.00,1,2,-33.50,65.40,72.90
S0149,4,94.00,0,0,0,75.40,1,2,-19.80,63.90,65.20
S0150,1,94.40,1,0,1,99.80,0,5,-5.20,91.90,86.40
S0150,2,96.80,0,0,0,100.00,0,6,1.40,89.10,84.00
S0150,3,97.50,1,0,0,93.60,0,5,7.30,100.00,88.30
S0150,4,94.80,2,0,1,93.70,0,6,6.90,95.70,86.00
S0151,1,94.00,1,0,0,93.70,0,6,7.70,83.20,98.70
S0151,2,97.10,0,0,2,96.50,0,7,-0.70,94.70,90.40
S0151,3,98.50,0,0,0,98.90,1,6,5.90,96.40,82.70
S0151,4,94.20,0,0,1,89.10,1,5,-1.40,100.00,91.30
S0152,1,94.10,0,0,0,97.10,1,5,5.80,84.60,96.90
S0152,2,93.10,1,1,0,100.00,0,5,3.10,83.20,80.90
S0152,3,98.10,0,0,0,96.60,0,7,1.30,89.60,88.80
S0152,4,95.90,0,0,0,99.40,0,5,3.10,96.90,90.40
S0153,1,96.80,1,0,0,78.50,2,5,2.40,71.80,56.40
S0153,2,88.10,2,1,1,84.30,1,5,-15.40,91.40,62.20
S0153,3,97.80,0,0,0,81.50,1,4,-19.80,69.00,62.10
S0153,4,89.40,2,0,2,79.30,1,4,-14.90,87.30,58.40
S0154,1,94.50,1,0,0,82.00,1,5,1.90,87.50,85.30
S0154,2,96.10,1,0,0,91.30,1,4,14.90,83.00,85.40
S0154,3,95.40,0,0,0,93.80,0,6,-1.80,80.00,86.40
S0154,4,98.00,0,0,1,80.40,0,5,-1.90,77.40,76.90
S0155,1,95.30,1,1,1,99.90,0,7,-7.20,84.80,73.30
S0155,2,85.50,2,0,2,91.10,0,3,-12.00,84.40,71.50
S0155,3,87.70,1,1,1,89.90,1,4,7.50,88.90,93.60
S0155,4,81.50,3,2,4,93.80,0,5,1.30,88.70,69.00
S0156,1,88.90,1,0,1,96.40,0,5,0.50,92.60,74.50
S0156,2,89.10,2,2,1,95.00,0,5,-5.20,83.40,66.40
S0156,3,86.80,2,2,0,84.00,0,4,12.10,86.90,82.90
S0156,4,83.40,2,2,2,87.90,1,5,1.40,66.30,74.60
S0157,1,94.60,0,0,0,84.10,1,5,-18.30,82.20,74.10
S0157,2,89.70,1,0,1,84.90,0,5,-9.50,72.50,73.90
S0157,3,94.50,1,0,0,85.40,0,2,-14.20,64.20,84.10
S0157,4,95.70,0,0,0,74.00,3,3,-37.70,66.60,84.80
S0158,1,94.90,1,0,1,91.00,0,4,-4.90,100.00,78.50
S0158,2,91.90,2,0,2,90.80,0,3,-6.60,93.60,77.60
S0158,3,97.90,0,0,0,90.40,2,6,-9.60,82.30,73.80
S0158,4,95.30,0,0,0,91.80,1,6,-21.70,84.50,77.60
S0159,1,99.10,0,0,0,89.50,0,3,7.20,91.10,80.00
S0159,2,96.50,1,0,0,85.30,0,5,5.00,87.20,90.70
S0159,3,95.00,0,0,0,93.10,0,6,6.70,74.10,80.90
S0159,4,95.60,1,0,1,92.80,0,5,-7.10,79.00,80.20
S0160,1,94.80,0,0,0,95.20,1,5,2.70,91.20,88.60
S0160,2,98.30,0,0,0,99.40,0,5,1.20,96.60,92.00
S0160,3,95.80,0,0,0,99.30,0,5,-3.90,88.10,86.30
S0160,4,94.40,1,0,0,95.30,0,6,-0.30,91.80,98.30
S0161,1,98.20,0,0,0,90.90,0,6,5.60,86.30,86.30
S0161,2,94.00,0,0,1,95.10,0,5,-4.50,87.10,83.50
S0161,3,96.30,0,0,0,92.00,0,5,5.90,90.30,79.60
S0161,4,96.50,1,0,0,93.00,0,5,-8.60,89.90,86.00
S0162,1,96.70,0,0,0,95.80,0,5,10.00,86.40,93.00
S0162,2,100.00,0,0,1,98.80,1,6,2.90,95.00,96.50
S0162,3,95.80,0,0,0,95.70,0,5,-7.90,90.70,95.50
S0162,4,93.90,0,0,0,97.70,0,5,0.20,99.10,85.70
S0163,1,96.60,1,0,0,94.70,1,5,-0.30,95.10,72.30
S0163,2,95.20,0,0,0,98.00,0,5,8.80,87.70,86.70
S0163,3,99.00,1,0,0,93.10,1,7,1.50,93.80,95.60
S0163,4,96.30,0,0,0,97.60,1,5,-1.50,100.00,94.10
S0164,1,93.70,0,0,0,85.50,1,4,-28.50,86.90,61.20
S0164,2,92.90,1,0,1,87.70,1,3,-20.60,81.60,92.90
S0164,3,91.80,0,0,0,72.30,1,2,-37.40,71.20,68.70
S0164,4,95.00,0,0,1,66.40,2,3,-17.30,63.90,64.80
S0165,1,99.50,0,0,0,96.70,0,5,8.20,100.00,100.00
S0165,2,96.40,1,0,0,97.10,0,6,0.70,92.70,97.60
S0165,3,97.90,0,0,0,94.30,0,5,6.50,97.80,96.40
S0165,4,95.50,1,0,1,96.50,0,5,-4.90,86.30,88.50
S0166,1,94.40,1,0,1,90.20,0,4,-7.40,79.40,65.10
S0166,2,95.40,1,1,0,82.70,0,5,-6.20,67.80,62.20
S0166,3,92.50,2,0,1,96.10,0,4,-7.10,86.10,60.30
S0166,4,91.40,2,0,2,68.50,1,5,-9.50,80.10,64.70
S0167,1,91.10,1,1,1,92.10,0,4,-18.30,71.60,61.80
S0167,2,80.80,3,1,3,83.80,1,3,-20.10,68.60,73.90
S0167,3,83.60,3,2,2,60.40,2,3,-13.90,73.40,75.20
S0167,4,79.70,3,3,4,66.30,2,5,-35.50,55.80,59.80
S0168,1,92.20,2,0,0,91.20,1,3,-9.20,77.00,75.30
S0168,2,91.10,1,0,1,93.10,0,4,-2.60,91.20,65.50
S0168,3,99.50,0,0,0,77.30,0,4,-8.20,79.40,70.00
S0168,4,92.30,1,0,0,78.30,0,4,-10.20,74.10,64.50
S0169,1,97.70,0,0,1,84.90,1,3,-18.50,76.10,65.10
S0169,2,85.10,2,1,2,73.60,2,5,-24.30,80.00,57.40
S0169,3,80.70,2,2,4,55.50,2,3,-42.10,72.40,58.10
S0169,4,79.40,3,3,4,58.60,3,3,-32.30,65.70,51.70
S0170,1,97.40,0,0,0,90.70,0,5,-17.20,87.40,93.20
S0170,2,93.30,1,0,0,80.60,1,3,-6.50,90.40,63.50
S0170,3,98.20,0,0,0,76.80,2,1,-21.20,74.70,71.90
S0170,4,95.00,1,0,0,75.10,0,2,-29.30,57.40,74.20
S0171,1,97.30,0,0,1,87.10,0,4,-7.60,77.20,69.70
S0171,2,95.10,0,0,1,85.80,1,6,3.60,71.10,61.40
S0171,3,91.10,1,0,2,85.10,2,5,-3.80,81.90,65.10
S0171,4,93.60,2,0,0,81.80,0,5,-7.30,76.70,53.70
S0172,1,96.00,0,0,0,93.10,0,4,9.40,90.50,70.50
S0172,2,95.80,0,0,0,91.40,0,4,-9.50,87.60,71.70
S0172,3,94.50,2,0,0,78.40,0,3,-1.60,73.90,80.60
S0172,4,94.70,1,1,0,93.80,1,5,-4.70,86.10,94.30
S0173,1,96.30,0,0,0,89.90,0,6,2.30,90.90,90.50
S0173,2,96.40,0,0,0,98.60,1,6,10.00,98.50,96.90
S0173,3,96.80,0,0,0,96.90,0,6,1.50,100.00,80.00
S0173,4,93.10,1,0,0,98.30,0,5,1.90,92.60,84.70
S0174,1,93.80,0,0,0,96.40,0,4,9.80,92.70,72.30
S0174,2,95.60,1,0,0,99.80,0,5,2.60,88.60,85.10
S0174,3,94.10,1,0,0,86.60,0,5,4.20,91.40,74.00
S0174,4,94.70,1,1,0,94.70,0,4,0.80,96.10,84.60
S0175,1,97.30,0,0,0,94.30,1,6,11.60,84.20,81.70
S0175,2,96.40,1,0,0,94.80,0,5,12.80,98.60,81.80
S0175,3,94.80,1,0,1,93.00,0,5,-4.00,91.90,89.10
S0175,4,96.10,0,0,1,94.40,0,4,-0.80,95.40,100.00
S0176,1,96.50,0,0,0,99.20,0,5,1.10,99.00,83.80
S0176,2,99.00,0,0,1,93.70,0,5,0.80,92.00,92.10
S0176,3,96.60,0,0,0,92.30,0,5,4.50,97.30,93.30
S0176,4,98.20,0,0,1,96.90,0,6,6.40,94.30,78.70
S0177,1,96.80,0,0,0,98.40,0,5,-2.60,89.70,90.10
S0177,2,95.60,1,0,0,95.50,0,4,6.30,88.50,85.10
S0177,3,98.60,1,0,0,96.30,0,5,7.00,100.00,84.00
S0177,4,97.50,0,0,0,97.10,0,4,-3.50,90.10,88.20
S0178,1,95.10,1,0,0,97.40,1,5,-4.80,93.90,99.30
S0178,2,99.00,0,0,0,94.80,1,7,4.30,95.30,84.90
S0178,3,97.20,0,0,1,100.00,1,5,-5.10,92.00,94.20
S0178,4,98.50,0,0,0,94.20,1,7,1.50,94.90,90.70
S0179,1,97.90,1,0,1,98.50,1,5,-11.00,98.20,84.50
S0179,2,98.20,0,0,0,93.60,0,5,4.20,87.50,92.10
S0179,3,98.10,0,0,1,97.20,0,4,-3.20,97.50,95.50
S0179,4,96.40,0,0,0,93.60,0,5,-1.90,97.20,89.80
S0180,1,92.50,1,1,0,90.00,0,5,4.80,92.90,82.70
S0180,2,84.20,2,2,2,97.10,0,5,-19.20,79.90,81.60
S0180,3,87.20,2,2,1,97.60,0,4,-8.60,92.30,81.60
S0180,4,80.30,2,2,3,100.00,0,5,-1.60,90.40,74.30
S0181,1,99.10,0,0,0,96.30,0,6,7.90,96.10,81.40
S0181,2,97.30,1,0,0,100.00,0,5,7.80,97.80,97.60
S0181,3,95.70,0,0,1,93.50,1,5,10.10,90.00,82.60
S0181,4,97.20,0,0,0,100.00,1,5,10.40,99.30,81.50
S0182,1,99.00,0,0,1,98.90,1,6,10.80,100.00,77.00
S0182,2,98.90,0,0,2,94.90,0,5,-2.30,94.40,88.20
S0182,3,98.00,1,0,0,94.30,0,6,5.60,93.40,86.80
S0182,4,96.10,1,0,0,93.90,0,5,6.30,100.00,81.10
S0183,1,97.40,0,0,0,89.50,1,4,-5.50,87.50,82.50
S0183,2,96.70,0,0,1,92.60,0,4,-14.90,71.50,84.40
S0183,3,95.50,1,0,0,68.10,1,2,-14.70,66.60,76.60
S0183,4,90.40,1,0,2,70.10,1,2,-23.70,53.60,63.10
S0184,1,98.70,0,0,0,92.70,0,5,2.10,82.20,79.10
S0184,2,98.70,0,0,0,92.10,0,5,7.00,98.10,83.30
S0184,3,95.60,1,0,0,94.80,0,4,11.70,92.70,88.90
S0184,4,92.60,1,1,0,96.20,1,5,-3.30,93.30,68.20
S0185,1,98.50,0,0,0,95.60,1,5,7.30,90.40,96.80
S0185,2,99.90,0,0,0,92.40,1,6,-8.90,92.50,89.00
S0185,3,94.00,1,0,1,93.00,0,6,-0.30,87.80,78.10
S0185,4,96.30,1,0,0,94.40,1,6,1.20,97.50,77.50
S0186,1,94.40,1,0,1,95.70,0,4,-10.30,95.00,79.90
S0186,2,99.70,1,0,0,96.00,0,5,1.50,87.70,80.50
S0186,3,94.00,1,0,1,95.20,1,6,4.70,87.80,88.90
S0186,4,97.10,1,0,0,98.70,0,5,-12.40,97.00,91.90
S0187,1,95.10,1,0,0,100.00,0,5,-3.90,80.20,81.40
S0187,2,96.10,0,0,0,84.50,0,5,5.00,90.10,70.80
S0187,3,96.80,1,0,0,91.80,0,4,10.90,80.20,82.70
S0187,4,92.90,3,0,0,94.80,1,5,-5.90,85.20,93.10
S0188,1,98.70,0,0,0,98.40,0,4,-4.50,90.90,81.10
S0188,2,98.10,0,0,1,91.80,0,6,12.00,93.00,91.20
S0188,3,96.20,1,1,0,94.90,0,5,-5.10,94.20,86.30
S0188,4,96.20,1,0,0,94.50,0,5,17.00,86.20,84.20
S0189,1,96.90,1,0,0,98.10,0,5,-0.70,88.30,84.60
S0189,2,97.60,2,0,0,92.20,1,3,6.90,96.60,91.40
S0189,3,97.00,1,0,0,96.30,0,5,5.40,97.20,92.70
S0189,4,94.70,1,0,0,96.80,1,5,2.70,95.80,88.60
S0190,1,96.60,0,0,0,88.80,0,6,6.00,95.60,82.50
S0190,2,96.10,0,0,1,87.30,1,5,-2.40,78.80,73.90
S0190,3,96.70,0,0,0,90.50,1,4,5.90,82.30,82.10
