program_id,program_name,program_type,description,target_risk_types,provided_competencies,target_students,department_in_charge,operation_period,application_url,source_system,source_status,academic_year,semester
WINGS-45E35D9F5916,[우리들의 캔버스] 대인관계 역량 밀 소속감 증진 집단상담 실습,개인/단체상담,"1)프로그램명""따로또같이,우리의연결고리""대인관계역량밀소속감증진집단상담2)운영목적첫째,퍼즐캔버스를활용한공동미술작업을통해집단원간의심리적장벽을허물고,학과내소속감및협력적의사소통역량을증진합니다.둘째,완성된전체그림에서자신의조각을분리해일상으로간직(Take-home)하게함으로써,집단속개인의고유성을확립하고긍정적인대인관계효능감을내재화합니다..",major_adaptation|career|complex,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),학생상담센터,신청 2026-03-17~2026-12-31 · 운영 2026-04-01~2026-12-31,https://wings.kbu.ac.kr,WINGS,신청/운영중,2026,1학기
WINGS-169EB8E4709C,[의료미용과] From Campus to Clinic; 바노바기와 함께 여는 K-뷰티 커리어,특강,"바노바기병원의소개와진료분야,직원복지,근무환경및채용정보를소개하고,K-뷰티의료분야의진로와커리어,최신임상트렌드를이해할수있도록구성된프로그램.",engagement|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),의료미용과,신청 2026-04-27~2026-04-28 · 운영 2026-04-29~2026-04-29,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-EDE564C1FBAD,[의료미용과] 땡큐와 함께 글로벌하게 나아가는 K-뷰티의 미래,특강,"땡큐성형외과현장전문가를초청하여의료미용산업의최신동향,AI·DX기반의료서비스,K-뷰티산업의미래전망및취업정보를소개하는특강을운영한다.이를통해학생들의산업이해도와진로탐색역량을높이고취업경쟁력향상및실무형인재양성을지원하고자한다.",engagement|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),의료미용과,신청 2026-05-20~2026-05-21 · 운영 2026-05-22~2026-05-22,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-D29C360B4718,[의료미용과] 뷰 성형외과 현장견학,견학/답사,"뷰성형외과현장견학을통해의료미용분야의실제근무환경과주요직무를직접체험하고,현직자및취업선배와의만남을통해진로탐색과취업준비에필요한정보를제공하여학생들의전공이해도와취업역량강화를지원하고자한다.",engagement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),의료미용과,신청 2026-05-26~2026-05-27 · 운영 2026-05-28~2026-05-28,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-3A8AAE1FA7C0,[의료미용과] 아이디병원 현장견학,견학/답사,"의료미용산업체현장견학을통해병원운영환경과직무를직접체험하고,전공이해도향상과진로탐색및취업역량강화를지원하고자한다.",engagement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),의료미용과,신청 2026-05-25~2026-05-26 · 운영 2026-05-27~2026-05-27,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-023F03B62258,[의료미용과] 외국인 유학생 취업진로 멘토링 프로그램,멘토링,"외국인유학생을대상으로의료미용산업과병원현장,한국취업준비과정등을소개하는진로·취업특강을운영할예정이다.이를통해의료미용분야에대한이해를높이고진로탐색및취업역량강화를지원하고자한다.",engagement|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),의료미용과,신청 2026-05-20~2026-05-21 · 운영 2026-05-22~2026-05-22,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-B8252BE5E1F9,[의료미용과] 지방하나만 파고든 365mc 글로벌 취업의 문을 열다,특강,"365mc현장전문가를초청하여의료미용산업의최신동향,글로벌취업환경,AI·DX기반의료서비스및의료기관의인재상등을소개하는취업·진로특강을운영하고자한다.이를통해학생들의의료미용분야에대한이해를높이고진로탐색및취업역량강화를지원하고자한다",engagement|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),의료미용과,신청 2026-05-24~2026-05-25 · 운영 2026-05-26~2026-05-26,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-250A9A6A92E8,[임상병리학과] 학생 동아리 지원프로그램 : 의료기기 관리 연구회,소모임/동아리,26년2학기임상병리과동아리활동을진행합니다.,engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),임상병리과,신청 2026-09-14~2026-09-18 · 운영 2026-09-14~2026-09-18,https://wings.kbu.ac.kr,WINGS,게시안함,2026,2학기
WINGS-7D94F40295EE,[임상병리학과] 학생 동아리 지원프로그램 : 의료기기 관리 연구회,소모임/동아리,26년2학기임상병리과동아리활동을진행합니다.,engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),임상병리과,신청 2025-10-23~2025-12-08 · 운영 2025-11-01~2025-12-09,https://wings.kbu.ac.kr,WINGS,임시저장,2026,2학기
WINGS-553E058A31B4,[준오헤어디자인과] KBU OPEN CAMPUS DAY _행사 도우미,"봉사(국내, 교외)",학과및지역사회행사운영지원을위한도우미봉사활동참여프로그램,engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),뷰티디자인과,신청 2026-06-24~2026-07-06 · 운영 2026-07-15~2026-07-15,https://wings.kbu.ac.kr,WINGS,마감요청전,2026,여름계절학기
WINGS-16483611C2BD,[준오헤어디자인과]학과임원,학생회,"준오헤어디자인과에서는학과운영과학생회활동의원활한진행을위해학과임원제도를운영하여학생들의리더십과책임감을향상시키고,학생과학과간의소통을활성화하며협업능력및조직운영역량을강화하는것을목표로합니다.",engagement|major_adaptation,리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),준오헤어디자인과,신청 2026-02-01~2026-03-01 · 운영 2026-03-01~2026-06-30,https://wings.kbu.ac.kr,WINGS,마감요청전,2026,
WINGS-84FC077BDC15,[지역사회 맞춤형 봉사활동] 지역사회 유기동물의 보호 및 복지 지원 봉사 프로그램 (컴포션 프로젝트),"봉사(국내, 교외)","""유기동물의복지및지원을최우선으로하여,유기동물들의삶의질향상에기여학생들에게현장경험을통해유기동물복지에대한이해를넓히고,동물보호활동의중요성을체감평상시에접할수없는유기동물을접하면서가정동물과는다른핸들링법과특이행동을관찰할수있는계기를마련""",engagement|major_adaptation,실무 전문성 역량|리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),반려동물보건과,신청 2026-07-24~2027-02-10 · 운영 2026-07-24~2027-02-10,https://wings.kbu.ac.kr,WINGS,승인요청전,2026,여름계절학기
WINGS-DF5A09DA1DA3,[친환경건축과] KBU OPEN CAMPUS DAY,학과행사,"KBUOPENCAMPUSDAY에참여하는고등학생들의학과체험및캠퍼스방문을지원하기위해대학생보조인력을운영하는프로그램입니다.행사안내,학생인솔및체험프로그램진행을지원하며,대학생들의행사운영경험과소속감을높이고대학홍보및입시활성화에기여합니다.",engagement|major_adaptation,리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),친환경건축과,신청 2026-07-01~2026-07-31 · 운영 2026-08-03~2026-08-03,https://wings.kbu.ac.kr,WINGS,게시안함,2026,여름계절학기
WINGS-C27BBB4E9597,[친환경건축과] 건설사업관리(CM)분야의 취업 전망 전문가 특강,특강,"친환경건축과학생들을대상으로산업체전문가의전공및취업특강을운영하여건설사업관리(CM)분야에대한이해도를높이고,관련산업의취업전망과진로정보를제공하는프로그램입니다.현업전문가의실무경험과취업노하우를통해학생들의진로설계및취업역량강화를지원합니다.",engagement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),친환경건축과,신청 2026-05-04~2026-05-25 · 운영 2026-05-27~2026-05-27,https://wings.kbu.ac.kr,WINGS,게시안함,2026,1학기
WINGS-AB8768BB01DB,[친환경건축과] 학과 체육대회,축제/체육대회,"친환경건축과재학생간화합과소속감을높이고건강한대학생활을지원하기위해학과체육대회를운영합니다.다양한체육활동과단체프로그램을통해협동심과공동체의식을함양하고,학년간교류를활성화하여즐겁고활기찬학과문화를조성하는프로그램입니다.",engagement|major_adaptation,창의융합역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),친환경건축과,신청 2026-04-01~2026-04-30 · 운영 2026-05-13~2026-05-13,https://wings.kbu.ac.kr,WINGS,게시안함,2026,1학기
WINGS-C8086F43906D,[친환경건축과] 현장 견학,견학/답사,"친환경건축과재학생을대상으로건축관련시설및우수건축물을직접견학하여전공이론을실제현장과연계하고,친환경건축기술과최신건축트렌드를체험함으로써실무역량과진로탐색능력을강화하는프로그램입니다.",engagement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),친환경건축과,신청 2026-04-06~2026-11-16 · 운영 2026-04-06~2026-11-30,https://wings.kbu.ac.kr,WINGS,게시안함,2026,
WINGS-ED1973E0E02C,[컬러풀 마인드] 스트레스 해소 집단상담 실습,개인/단체상담,"1)프로그램명컬러풀마인드스트레스관리집단상담2)운영목적신청해당학과학생들이경험하는학업·실습·대인관계스트레스를진단하고,예술기반스트레스관리기법(수채화컬러링)을적용하여정서적안정,자기이해,스트레스대처능력을향상시키는것을목표로한다.",major_adaptation|career|complex,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),학생상담센터,신청 2026-03-17~2026-12-31 · 운영 2026-04-01~2026-12-31,https://wings.kbu.ac.kr,WINGS,신청/운영중,2026,1학기
WINGS-CEAE9AB54271,[항공서비스과] CS 리더스 국가 공인 자격증 취득 프로그램,자격증,"국가공인CS리더스자격취득을통해서비스산업관련전공학생의실무역량과취업경쟁력을강화하고,융합서비스경영학과의졸업요건을지원하기위한비교과교육프로그램이다.",engagement|achievement|major_adaptation|career,실무 전문성 역량|창의융합역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),항공서비스과,신청 2026-03-03~2026-06-12 · 운영 2026-06-15~2026-06-23,https://wings.kbu.ac.kr,WINGS,마감요청전,2026,여름계절학기
WINGS-14CE1153D56F,「3D 프린팅 원데이 클래스 – 핫도그 클리커 만들기 체험,학습 힐링 프로그램,"3D프린팅개념이해부터모델링설계,3D프린터출력까지연계된원스톱기초체험교육",engagement|achievement,창의융합역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),산학협력단,신청 2026-04-17~2026-04-29 · 운영 2026-04-30~2026-04-30,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-656EB9628403,감염관리 프로그램,특강,CouresDirector박하영1일6시간과정(120분)-감염경로의이해와확산방지를위한예방법이해및실습(60분)-신종호흡기감염환자이동을위한도상훈련(160분)-신종호흡기감염환자의간호시뮬레이션(40분)-디브리핑,engagement|achievement,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),간호학과,신청 2026-07-09~2026-07-31 · 운영 2026-08-19~2026-08-20,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-6006E1CA2E40,경복대학교 오픈캠퍼스 데이(학생 도우미 마일리지 지급),홍보대사,"경복대학교가예비신입생,고등학생,학부모를대상으로개최하는진로·전공체험행사이며,보건의료,AI,로봇,뷰티,예술등다양한분야의실무중심체험프로그램이운영",engagement|major_adaptation|career,창의융합역량|실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),서비스경영과,신청 2026-07-01~2026-07-10 · 운영 2026-07-15~2026-07-15,https://wings.kbu.ac.kr,WINGS,마감완료,2026,여름계절학기
WINGS-C1D1A074F522,경복대학교 호텔관광과 오픈 캠퍼스데이,학과행사,경복대학교에서고등학생들을대상으로진행한체험이벤트행사를호텔관광과의전공으로준비하여학생들에게경험과배움을전달하는행사를진행함.,engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),호텔관광과,신청 2026-07-01~2026-07-14 · 운영 2026-07-15~2026-07-15,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,여름계절학기
WINGS-B71D2F79C852,근접오류 프로그램,특강,CourseDirector방윤이수술환자사례를중심으로임상에서빈번히발생하는다층적근접오류를미리발견하고개선할수있는역량을증진하기위한시뮬레이션교육프로그램,engagement|achievement,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),간호학과,신청 2026-07-09~2026-07-23 · 운영 2026-08-03~2026-08-06,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-C5DF9B699111,디지털 덴티스트리 융합 프로그램,특강,"구강스캐너,구강카메라,Qray를이용한환자구강관리및전자차트활용",engagement|achievement,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),치위생과,신청 2026-08-05~2026-08-19 · 운영 2026-08-21~2026-08-21,https://wings.kbu.ac.kr,WINGS,마감완료,2026,여름계절학기
WINGS-50EA92810B98,말의 움직임을 활용한 치료적 메커니즘을 학습하고 임상 역량을 강화하는 재활승마 체험 프로그램,견학/답사,"물리치료과학생들이재활승마프로그램에참여하여말의움직임을활용한재활치료의원리와적용사례를이해하고,체험을통해전공지식을확장하는시간을가졌다.",engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),물리치료과,신청 2026-06-18~2026-06-18 · 운영 2026-06-18~2026-06-18,https://wings.kbu.ac.kr,WINGS,마감완료,2026,여름계절학기
WINGS-8D89EC68186C,뷰티디자인과_smat 자격증 프로그램,자격증,"뷰티디자인과에서는SMAT(ServiceManagementAbilityTest)자격증프로그램을운영하여미용서비스분야의기본소양인고객서비스(CS)역량을함양하고,서비스마인드와고객응대능력을갖춘전문뷰티인재를양성하는것을목표로합니다.",engagement|achievement|career,실무 전문성 역량|창의융합역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),뷰티디자인과,신청 2026-05-06~2026-05-13 · 운영 2026-05-14~2026-05-21,https://wings.kbu.ac.kr,WINGS,마감완료,2026,여름계절학기
WINGS-72D138AE3E38,약손피부미용과 전임관리사 스텝 2레벨 자격 프로그램,자격증,"약손명가전임과정레벨2자격증프로그램을운영하여,현장실무능력을향상시키고,전문적인스킨테라피스트양성과창의융합역량및실무전문성역량달성에기여하는것을목표로한다",engagement|achievement|career,실무 전문성 역량|창의융합역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),약손피부미용과,신청 2026-05-13~2026-05-20 · 운영 2026-05-21~2026-05-28,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-3B83AC28CF55,예비치과위생사 선서식,학과행사,현장실습진입전치과위생사로서의정체성및직업윤리의식을확립하기위해실시함,engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),치위생과,신청 2026-03-23~2026-04-23 · 운영 2026-04-23~2026-04-23,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-69DCE1E6B315,응급처치 마스터 과정,자격증,-산업현장및사회전반에서요구되는외상응급처치기본역량강화-응급상황대응력함양을통한취업경쟁력향상-생명안전중심학과특성화교육과정으로실무능력제고,engagement|achievement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),안전보건과,신청 2026-05-19~2026-05-23 · 운영 2026-06-04~2026-06-04,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-D2DF50D29A31,이동식(모듈러) 건축물 공모전,학생 경진대회,지역사회애로기술해결및지원,engagement|achievement|major_adaptation,창의융합역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),친환경건축과,신청 2026-04-01~2026-08-17 · 운영 2026-08-18~2026-11-28,https://wings.kbu.ac.kr,WINGS,운영중,2026,2학기
WINGS-47C54BA6D223,임상병리과 오픈캠퍼스 진로체험 프로그램,학과행사,"고등학생및예비신입생을대상으로임상병리과의교육과정과진로분야를안내하고,전공관련실습체험을지원하였다.참가자들이임상병리사의역할과학과특성을이해할수있도록프로그램운영에참여하였다.",engagement|major_adaptation|career,리더십 역량|실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),임상병리과,신청 2026-07-06~2026-07-13 · 운영 2026-07-15~2026-07-15,https://wings.kbu.ac.kr,WINGS,마감요청전,2026,여름계절학기
WINGS-1528F593E0F6,임상병리과 클레르 동아리 활동,소모임/동아리,26년2학기임상병리과클레르동아리활동을진행합니다.(홍보동아리),engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),임상병리과,신청 2026-09-14~2026-09-18 · 운영 2026-09-18~2026-09-18,https://wings.kbu.ac.kr,WINGS,게시안함,2026,2학기
WINGS-4951261B6E9A,전공심화과정 비교과 프로그램,특강,전자차트를활용한치과건강보험청구와해외치과위생사면허취득방법및해외치과위생사생활에관한특강,engagement|achievement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),치위생학과,신청 2026-05-11~2026-06-11 · 운영 2026-06-11~2026-06-11,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-392888A92207,준오헤어디자인과_준오헤어 디플로마 2레벨 자격증 프로그램,자격증,협약산업체입사의취업혜택보장을위한직무역량인증디플로마자격증취득,engagement|achievement|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),준오헤어디자인과,신청 2026-05-01~2026-05-17 · 운영 2026-05-18~2026-06-08,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-7F75E56A8FCC,즐거운 대학 생활 적응을 돕는 선후배 매칭 프로그램 '너나들이',튜터링 프로그램,"신학기를맞아선후배간의자연스러운교류기회를제공하고,다양한미션수행을통해유대감형성및친목도모를목적으로하며지역별소그룹편성을통해학과구성원간의소속감을높이고,학업및대학생활전반에도움을줄수있는네트워크를구축하고자기획되었다.",engagement|achievement|major_adaptation,리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),물리치료과,신청 2026-05-04~2026-05-22 · 운영 2026-05-04~2026-05-22,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-2782477306AE,지역사회와 함께하는 구강건강 프로그램,학과행사,'구강보건의날'을맞이하여지역사회주민의구강건강증진을위한구강건강체험프로그램운영,engagement|major_adaptation,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),치위생과,신청 2026-05-08~2026-06-08 · 운영 2026-06-08~2026-06-08,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-995000B8977E,직장내 괴롭힘 예방 교육,특강,"고용노동부제작""직장내괴롭힘예방교육동영상""('23.4월기준)",engagement|career,리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),대학일자리플러스센터,신청 2026-04-15~2026-05-31 · 운영 2026-04-15~2026-05-31,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-F7F9510D308B,직장내 괴롭힘 예방 교육,특강,"고용노동부제작""직장내괴롭힘예방교육동영상""('23.4월기준)",engagement|career,리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),대학일자리플러스센터,신청 2026-03-04~2026-03-06 · 운영 2026-03-04~2026-03-06,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-7DF400C412BC,직장예절 및 인성 특강(공통)-온라인,특강,사회진출시지켜야하는기본적인비즈니스매너와인성교육,engagement|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),대학일자리플러스센터,신청 2026-04-01~2026-12-31 · 운영 2026-04-01~2026-12-31,https://wings.kbu.ac.kr,WINGS,신청/운영중,2026,
WINGS-D053DA33F544,치과보험청구사3급자격증,자격증,"본프로그램은치위생학과3학년재학생들의보험청구실무역량강화및취업경쟁력제고를목적으로,치과보험청구사3급자격증취득을지원하는내용으로구성함",engagement|achievement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),치위생과,신청 2026-05-11~2026-06-11 · 운영 2026-06-11~2026-06-11,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-C7DC653C32A2,치과위생사 온라인 직무체험 과정,온라인 콘텐츠,"빠르게변화하는치과계의다양한업무와미래를책임질수있는전문성을가진인재양성을위해융,복합을바탕으로각산업과학문간의영역을뛰어넘어산업체현장에서의치과위생사의역할및직무분야를학습하고현장적응능력을습득하며예비치과위생사로써가치관을확립하기위한과정",engagement|achievement|major_adaptation|career,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),치위생과,신청 2026-05-20~2026-05-29 · 운영 2026-05-20~2026-05-29,https://wings.kbu.ac.kr,WINGS,마감완료,2026,1학기
WINGS-8E11655E5518,테스트,특강,테스트,engagement|achievement,리더십 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),학생성공센터,신청 2026-06-15~2026-06-15 · 운영 2026-06-15~2026-06-15,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-0D68F92EAA9A,투약의 모든 것,특강,"Level1투약의모든것기초과정(총6일)-대상3학년총96명-과정온라인강의2시간+대면투약실습+3시간+대면투약시뮬레이션실습3시간-종합병원이상급기관에근무중인5년차이상의동문임상간호사를강사로섭외하여집중적,개별적실습지도",engagement|achievement,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),간호학과,신청 2026-06-19~2026-06-26 · 운영 2026-06-30~2026-07-03,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
WINGS-802C620A26AC,투약의 모든 것,특강,"Level2투약의모든것심화과정(총2일)-대상4학년총48명(하계2일)-과정온라인강의2시간+특수혈관라인관리및투약관련기계조작,특수약제투약의이해등의실습3시간+중환자투약시뮬레이션실습3시간-종합병원이상급기관에근무중인5년차이상의동문임상간호사를강사로섭외하여집중적,개별적실습지도",engagement|achievement,실무 전문성 역량,경복대학교 재학생(세부 참여 조건은 WINGS 확인),간호학과,신청 2026-06-19~2026-06-26 · 운영 2026-07-07~2026-07-08,https://wings.kbu.ac.kr,WINGS,이수처리중,2026,1학기
